DIB_CUST_ID,spend_1,spend_2,spend_3,spend_4,spend_5,spend_6,spend_7,visit_1,visit_2,visit_3,visit_4,visit_5,visit_6,visit_7,mean_s,mean_v,var_s,var_v,y
9.93E+14,19.2,28.18,1.55,5.18,22.33,15.71,4.19,7,17,3,3,17,5,3,13.76285714,7.857142857,104.8437905,41.14285714,0
9.93E+14,0,0,9.06,1.51,16.48,46.56,3.57,0,0,2,3,13,19,4,11.02571429,5.857142857,280.9279952,53.14285714,0
9.93E+14,71.71,40.35,56.86,124.49,126.22,70.88,76.61,47,28,34,85,82,55,40,81.01714286,53,1063.229857,510,1
9.93E+14,76.78,150.42,119.19,176.49,192.22,174.69,80.03,41,71,52,95,106,91,50,138.5457143,72.28571429,2230.306962,648.5714286,1
9.93E+14,59.4,61.87,55.93,51.36,63.16,72.06,75.31,38,32,32,37,45,52,53,62.72714286,41.28571429,72.13925714,77.9047619,1
9.93E+14,44.61,77.38,53.44,52.99,94.14,61.47,13.01,38,54,31,39,62,22,7,56.72,36.14285714,655.257,345.8095238,1
9.93E+14,117,73.33,98.27,81.08,65.43,95.61,102.11,70,46,44,59,52,54,69,90.40428571,56.28571429,322.5855286,106.2380952,1
9.93E+14,36.45,75.65,110.07,38.38,48.79,33.59,46.29,25,38,38,18,19,29,30,55.60285714,28.14285714,774.9544238,65.80952381,1
9.93E+14,42.38,19.55,7.19,1.02,8.95,38.92,23.11,32,16,9,2,8,27,18,20.16,16,252.4942,115,0
9.93E+14,10.2,1.02,0.72,0,2.33,6.48,18.58,13,3,3,0,4,6,15,5.618571429,6.285714286,46.20934762,31.23809524,1
9.93E+14,4.5,20.55,9.73,15.73,6.24,12.16,10.29,5,7,8,11,7,12,10,11.31428571,8.571428571,30.20902857,6.285714286,1
9.93E+14,27.26,52.09,67.16,41.74,54.59,31.54,67.26,21,29,34,18,33,22,38,48.80571429,27.85714286,255.6553286,57.80952381,1
9.93E+14,0,0,0,0,0,0,0.79,0,0,0,0,0,0,2,0.112857143,0.285714286,0.089157143,0.571428571,0
9.93E+14,93.47,19.64,19.48,11.49,9.26,15.03,45.54,22,11,8,7,9,9,24,30.55857143,12.85714286,913.7695143,49.80952381,1
9.93E+14,8.82,19.03,12.23,1,8.36,10.11,11,19,29,20,3,16,18,21,10.07857143,18,28.76078095,60.66666667,1
9.93E+14,0,0,1.17,11.28,0,9.77,8.97,0,0,2,2,0,5,3,4.455714286,1.714285714,27.59122857,3.571428571,0
9.93E+14,0,11.83,18.55,62.25,1.57,11,9.86,0,6,5,15,4,6,5,16.43714286,5.857142857,448.0901238,20.47619048,1
9.93E+14,97.04,181.78,119.42,141.98,104.66,157.93,48.59,55,77,56,77,35,67,21,121.6285714,55.42857143,1930.368281,444.6190476,1
9.93E+14,225,285.66,229.54,252.03,311.29,286.06,158.05,126,144,126,127,167,157,83,249.6614286,132.8571429,2638.359314,747.8095238,1
9.93E+14,61.5,93.96,133.44,92.93,100.77,211.12,132.69,44,66,67,52,66,90,43,118.0585714,61.14285714,2303.508248,270.1428571,1
9.93E+14,15.02,1.01,10.35,37.36,9.89,24.24,6.61,18,7,15,37,14,21,10,14.92571429,17.42857143,149.8592952,96.28571429,1
9.93E+14,0,0.34,0,0,0,0,21.12,0,2,0,0,0,0,10,3.065714286,1.714285714,63.39662857,13.9047619,0
9.93E+14,162.99,241.31,218.03,241.15,139.15,265.43,165.12,83,105,116,151,96,156,105,204.74,116,2356.301367,759.3333333,1
9.93E+14,0,0,9.48,3.15,0,9.67,8.95,0,0,10,4,0,8,4,4.464285714,3.714285714,22.31589524,16.57142857,0
9.93E+14,11.4,92.75,33.53,51.01,135.58,96.34,83.46,18,69,28,42,68,52,54,72.01,47.28571429,1798.271067,370.9047619,1
9.93E+14,88.81,82.08,6.01,12.25,23.52,94.64,71.53,59,66,4,10,23,56,64,54.12,40.28571429,1489.027533,725.5714286,0
9.93E+14,53.12,61.91,50.86,91.89,100.13,72.18,71.13,46,71,55,83,99,93,76,71.60285714,74.71428571,348.6260571,370.2380952,1
9.93E+14,10.68,3.25,0,104.63,65.44,170.55,95.28,9,4,0,48,37,78,46,64.26142857,31.71428571,4102.219648,821.5714286,1
9.93E+14,0,14.6,0,0,12.9,6.91,13.48,0,13,0,0,14,5,15,6.841428571,6.714285714,46.89874762,49.9047619,0
9.93E+14,50.46,152.53,180.11,205.23,98.13,9.32,130.48,34,91,88,125,84,9,74,118.0371429,72.14285714,4930.432924,1497.809524,1
9.93E+14,57.49,171.4,132.46,179.72,34.89,88.08,156.64,30,84,75,85,16,45,74,117.24,58.42857143,3303.825833,777.6190476,1
9.93E+14,42.31,58.27,25.2,59.31,35.34,29.06,55.06,24,23,15,25,26,15,23,43.50714286,21.57142857,202.1912571,21.28571429,0
9.93E+14,37.43,43.68,53.93,68.77,70.13,50.73,57,32,29,41,56,54,39,46,54.52428571,42.42857143,146.1951286,105.6190476,0
9.93E+14,26.69,32.21,29.08,25.94,1.55,36.87,20.41,10,16,16,11,3,18,9,24.67857143,11.85714286,130.5857476,27.14285714,0
9.93E+14,0,0,0,0,0,0,6.05,0,0,0,0,0,0,2,0.864285714,0.285714286,5.228928571,0.571428571,0
9.93E+14,8.74,19.73,4.35,2.11,11.75,11.48,32.42,8,14,5,2,4,8,21,12.94,8.857142857,106.3065333,43.47619048,0
9.93E+14,13.31,61.22,24.81,91.94,26.69,27.06,75.92,13,34,13,32,16,19,39,45.85,23.71428571,914.4054667,119.9047619,1
9.93E+14,0,0,0,2.48,7.77,17.55,9.51,0,0,0,4,6,14,8,5.33,4.571428571,44.3506,27.61904762,1
9.93E+14,0,19.84,0,17.55,25.49,66.97,76.39,0,4,0,7,13,41,36,29.46285714,14.42857143,932.5602571,292.2857143,1
9.93E+14,76.27,131.6,97.08,91.99,132.96,113.45,78.14,50,79,73,59,85,63,49,103.07,65.42857143,552.2514667,196.6190476,1
9.93E+14,0,2.58,6.76,2.57,2.54,4.79,3.32,0,4,7,4,3,6,9,3.222857143,4.714285714,4.444890476,8.571428571,0
9.93E+14,81.3,66.8,86.04,92.83,38.12,99.23,84.84,48,25,53,57,25,58,51,78.45142857,45.28571429,417.8978143,203.5714286,1
9.93E+14,223.14,185.67,105.31,208.78,146,129.65,124.77,131,114,73,100,85,65,62,160.4742857,90,2062.132295,680,1
9.93E+14,99.44,97.92,84.25,95.69,83.88,35.37,82.72,54,57,37,53,34,30,41,82.75285714,43.71428571,487.4201238,117.2380952,1
9.93E+14,53.97,130.32,31.79,39.14,21.4,56.5,76.17,20,65,25,21,13,42,49,58.47,33.57142857,1326.583267,355.952381,1
9.93E+14,175.1,92.2,92.29,87.08,82.44,189.59,178.01,97,48,73,58,59,95,91,128.1014286,74.42857143,2469.945048,402.6190476,1
9.93E+14,172.38,153.25,121.13,172.19,229.12,132.62,266.12,122,113,93,134,148,109,187,178.1157143,129.4285714,2724.956562,958.2857143,1
9.93E+14,64.79,125.64,114.57,126.38,190.9,0,206.4,27,55,48,53,80,0,90,118.3828571,50.42857143,5003.93449,927.6190476,1
9.93E+14,57.97,66.85,88.54,78.58,94.33,109.48,68.48,52,53,54,64,57,89,67,80.60428571,62.28571429,322.9608286,171.2380952,1
9.93E+14,29.99,1.52,0.86,5.65,25.28,12.73,70.55,20,4,2,3,31,14,41,20.94,16.42857143,607.2368667,229.6190476,1
9.93E+14,3.21,2.8,0,10.99,10.99,0,1.95,2,4,0,2,2,0,2,4.277142857,1.714285714,22.57485714,1.904761905,1
9.93E+14,51.29,82.37,29.97,21.63,96.89,55.08,42.76,32,55,18,11,47,25,38,54.28428571,32.28571429,733.9915286,245.9047619,1
9.93E+14,25.47,86.12,17.02,23.74,78.27,113.33,36.21,8,46,11,19,43,84,29,54.30857143,34.28571429,1425.623781,696.5714286,0
9.93E+14,99.32,111.83,95.64,144.57,162.6,186.81,88.73,61,73,60,92,92,92,54,127.0714286,74.85714286,1432.936514,288.8095238,1
9.93E+14,5.65,20.92,17.1,4.17,18.23,0,10.1,7,11,11,3,11,0,4,10.88142857,6.714285714,64.14538095,20.23809524,1
9.93E+14,0,33.78,0,0,0,0,21.51,0,23,0,0,0,0,22,7.898571429,6.428571429,194.5094143,120.6190476,0
9.93E+14,0,11.2,5.65,5.58,6.5,11.58,6.64,0,9,7,11,9,10,10,6.735714286,8,15.22432857,14,0
9.93E+14,11.55,104.38,103.03,150.47,91.75,50.08,52.62,7,56,45,75,25,32,20,80.55428571,37.14285714,2092.828562,537.8095238,0
9.93E+14,0,0,22.94,0,25.78,0,3.43,0,0,6,0,5,0,3,7.45,2,135.6832333,7,0
9.93E+14,3.76,30.23,27.15,22.88,13.83,20.16,20.47,3,14,10,15,11,7,10,19.78285714,10,77.63212381,16.66666667,1
9.93E+14,0,29.05,26.6,12.95,22.2,0,38.94,0,7,11,5,8,0,13,18.53428571,6.285714286,220.6150619,25.23809524,1
9.93E+14,0,0,0.56,2.94,3.19,0,42.81,0,0,3,3,4,0,30,7.071428571,5.714285714,250.2989476,117.5714286,1
9.93E+14,2.92,2.12,0,0,0,6.48,29.63,3,3,0,0,0,5,16,5.878571429,3.857142857,115.1741476,32.47619048,0
9.93E+14,59.59,34.34,44.22,70.6,3.86,101.23,83.6,33,26,27,42,5,54,55,56.77714286,34.57142857,1059.306157,309.6190476,1
9.93E+14,24.5,21.9,0,0,7.63,7.94,55.49,16,14,0,0,8,7,19,16.78,9.142857143,384.8803,56.80952381,1
9.93E+14,75.26,70.29,78.67,106.94,82.23,82.17,97.88,47,46,54,63,47,47,54,84.77714286,51.14285714,168.9854571,39.14285714,1
9.93E+14,0,0,0,0,0,0,5.54,0,0,0,0,0,0,13,0.791428571,1.857142857,4.384514286,24.14285714,1
9.93E+14,8.57,51.73,96.83,43.02,38.41,47.4,58.55,7,32,52,22,29,29,42,49.21571429,30.42857143,695.1819952,204.2857143,1
9.93E+14,84.8,78.98,48.78,59.1,20.88,131.49,111.13,53,39,24,30,14,44,55,76.45142857,37,1410.483948,230,1
9.93E+14,89.52,91.79,126.05,114.28,187.66,42.48,39.96,39,48,43,55,64,16,23,98.82,41.14285714,2607.939367,288.4761905,1
9.93E+14,8.2,6.69,3.32,5.13,2,0.01,8.24,6,8,3,6,3,2,6,4.798571429,4.857142857,10.00818095,4.80952381,1
9.93E+14,11.06,5.8,8.29,7.58,7.7,7.48,11.29,9,7,10,7,7,9,14,8.457142857,9,4.030957143,6.333333333,1
9.93E+14,0,0,0,0,44.5,36.83,6.01,0,0,0,0,21,19,7,12.47714286,6.714285714,380.5108905,89.23809524,1
9.93E+14,0,0,0,0,0,0,2.81,0,0,0,0,0,0,2,0.401428571,0.285714286,1.128014286,0.571428571,0
9.93E+14,23.34,28.21,4.61,29.88,17.81,44.14,33.55,25,27,7,26,20,32,17,25.93428571,22,156.2756952,67.33333333,1
9.93E+14,0,88.61,46.24,26.99,8.16,39.13,51.1,0,43,32,12,7,34,36,37.17571429,23.42857143,875.5076952,279.2857143,1
9.93E+14,0,20.63,36.99,7.31,6.98,2.24,13.08,0,11,29,8,4,3,2,12.46142857,8.142857143,164.1845143,98.47619048,0
9.93E+14,159.9,112.05,182.16,121.67,115.98,138.77,181.54,87,69,102,76,79,89,122,144.5814286,89.14285714,907.9642476,321.8095238,1
9.93E+14,0.19,5.19,32.56,37.98,87.4,81.92,2.27,2,7,21,23,59,48,4,35.35857143,23.42857143,1355.467581,496.952381,1
9.93E+14,41.83,4.72,4.72,38.94,0,0,13.92,24,3,3,25,0,0,12,14.87571429,9.571428571,325.8979286,120.2857143,0
9.93E+14,46.95,32.72,0,0,0,31.78,29.89,28,14,0,0,0,19,13,20.19142857,10.57142857,387.4041476,121.2857143,0
9.93E+14,6.28,22.64,7.83,53.29,47.12,0,152.63,6,16,6,15,14,0,50,41.39857143,15.28571429,2828.743381,268.9047619,1
9.93E+14,56.18,75.33,128.66,195.36,126.63,158.17,147.54,39,42,75,84,96,64,47,126.8385714,63.85714286,2292.420248,490.4761905,1
9.93E+14,20.55,27.14,14.12,0,0,0,5.02,12,19,11,0,0,0,3,9.547142857,6.428571429,124.2368905,57.61904762,0
9.93E+14,105.02,14.15,34.58,76.27,41.15,114.82,106.13,44,8,19,28,16,43,40,70.30285714,28.28571429,1630.900324,208.2380952,1
9.93E+14,0,0,0,0,0,0,31.48,0,0,0,0,0,0,20,4.497142857,2.857142857,141.5700571,57.14285714,1
9.93E+14,77.9,0,24.1,91.01,61.47,113.61,75.32,43,0,17,48,27,46,30,63.34428571,30.14285714,1533.907629,304.4761905,1
9.93E+14,0,0,0,0,0,0,57.01,0,0,0,0,0,0,23,8.144285714,3.285714286,464.3057286,75.57142857,1
9.93E+14,30.28,73.25,30.1,179.01,23.97,111.91,375.75,22,38,19,102,13,60,187,117.7528571,63,16076.55916,3941.333333,1
9.93E+14,46.7,116.64,21.6,101.78,115.6,79.85,70.68,21,45,15,37,38,34,26,78.97857143,30.85714286,1280.541614,111.8095238,1
9.93E+14,5.8,2.37,0,0,0,0,0.83,6,3,0,0,0,0,2,1.285714286,1.571428571,4.729061905,5.285714286,0
9.93E+14,44.44,14.01,22.88,22.07,3.09,13.76,25.04,28,13,13,15,4,15,19,20.75571429,15.28571429,165.3437619,52.23809524,1
9.93E+14,126.64,203.39,202.85,255.97,198.67,182.27,125.53,66,103,76,117,82,84,55,185.0457143,83.28571429,2138.405529,446.5714286,1
9.93E+14,3.93,11.64,7.67,19.01,14.47,19.88,16.4,4,14,7,14,18,19,21,13.28571429,13.85714286,34.8545619,39.80952381,1
9.93E+14,118.36,79.27,126.01,209.91,153.66,114.74,150.63,57,38,64,93,76,66,54,136.0828571,64,1678.300457,302.3333333,1
9.93E+14,92.4,62.7,35.21,70.98,79.46,70.26,65.06,58,50,31,54,46,39,44,68.01,46,308.7661,83.66666667,1
9.93E+14,66.21,56.98,73.35,65.5,68.45,57.59,51.59,61,55,63,64,58,53,46,62.81,57.14285714,58.13716667,40.47619048,1
9.93E+14,109.29,221.74,230.11,221.57,93.04,74.07,135.98,49,81,70,64,42,41,55,155.1142857,57.42857143,4561.180695,223.6190476,1
9.93E+14,134.57,182.75,125.95,108.04,206.08,83.15,186.2,69,79,62,60,80,43,103,146.6771429,70.85714286,2082.788457,359.8095238,1
9.93E+14,45.37,74.32,34.46,37.88,19.12,21.28,15.76,38,56,26,37,15,12,11,35.45571429,27.85714286,411.8869952,280.4761905,1
9.93E+14,34.17,70.09,67.45,41.19,74.29,68.42,118.7,27,34,36,25,35,30,63,67.75857143,35.71428571,746.289681,161.9047619,1
9.93E+14,122.65,210.28,168.42,200.21,182.77,151.79,139.58,65,102,92,107,101,76,88,167.9571429,90.14285714,1028.413657,230.4761905,1
9.93E+14,9.01,51.17,65.74,30.01,28.58,82.86,51.13,6,26,29,16,21,43,29,45.5,24.28571429,621.1699333,135.2380952,1
9.93E+14,169.03,204.05,155.59,169.23,82.2,193.73,206.28,48,82,60,74,32,81,70,168.5871429,63.85714286,1823.800424,340.8095238,1
9.93E+14,86.28,100.28,50.71,144.58,78.09,155.07,41.7,37,52,31,86,49,72,20,93.81571429,49.57142857,1874.853762,535.6190476,0
9.93E+14,6.94,3.78,11.35,3.04,57,0,15.17,7,4,6,3,12,0,3,13.89714286,5,387.9551571,14.66666667,1
9.93E+14,317.4,214.23,176.85,157.27,119.07,95.75,202.65,199,117,146,78,75,71,126,183.3171429,116,5303.92569,2173.333333,1
9.93E+14,175.5,219.27,202.89,144.97,331.36,176.26,83.87,78,62,79,72,98,58,33,190.5885714,68.57142857,5782.237514,415.952381,0
9.93E+14,1.19,7.25,10.99,0.98,4.16,45.84,14.22,3,12,6,2,4,18,9,12.09,7.714285714,245.5603333,32.9047619,1
9.93E+14,40.97,68.99,81.13,68.75,55.37,65.43,58.33,51,75,77,75,64,64,65,62.71,67.28571429,161.3837333,84.23809524,1
9.93E+14,0,0,0,0,0,0,22.17,0,0,0,0,0,0,14,3.167142857,2,70.21555714,28,1
9.93E+14,15.98,0,0,1.49,4.8,4.73,53.56,15,0,0,4,7,10,46,11.50857143,11.71428571,374.0894143,257.5714286,1
9.93E+14,7.31,0,4.8,0,0,16.88,57.4,4,0,6,0,0,4,24,12.34142857,5.428571429,431.6657476,72.95238095,1
9.93E+14,124.7,67.78,79.49,125.27,54.82,13.36,148.75,59,39,54,79,40,12,75,87.73857143,51.14285714,2263.222914,536.4761905,1
9.93E+14,17.45,21.99,31.46,15.87,17.15,5.02,22.42,22,27,32,17,20,9,24,18.76571429,21.57142857,64.42769524,54.28571429,1
9.93E+14,296.3,291.43,278.63,288.99,306.21,113.01,289.41,220,213,179,231,225,81,180,266.2828571,189.8571429,4637.18069,2739.47619,1
9.93E+14,6.53,48.96,0,0,0,0,160.72,4,25,0,0,0,0,60,30.88714286,12.71428571,3598.75529,518.2380952,1
9.93E+14,7.49,0,0,0,7.23,14.97,29.64,5,0,0,0,2,12,16,8.475714286,5,118.0232286,42.33333333,0
9.93E+14,73.01,90.98,58.27,73.13,125.12,105.22,44.94,48,75,51,66,77,79,33,81.52428571,61.28571429,762.2687619,308.9047619,1
9.93E+14,0,37.84,42.57,4.35,27.63,54.08,3.45,0,26,26,5,16,31,5,24.27428571,15.57142857,473.0453619,153.6190476,1
9.93E+14,33.59,44.9,52.89,24.75,17.79,50.75,54.54,28,35,39,22,18,43,42,39.88714286,32.42857143,213.9969571,98.28571429,1
9.93E+14,0,11.93,0,0,0,0,12.92,0,6,0,0,0,0,4,3.55,1.428571429,36.83896667,6.285714286,0
9.93E+14,28.77,68.32,42.4,33.7,27.31,24.92,109.65,15,25,19,12,17,13,57,47.86714286,22.57142857,963.3177905,249.2857143,1
9.93E+14,48.05,146.56,81.64,103.81,146.36,62.1,58.75,34,72,53,67,60,32,30,92.46714286,49.71428571,1684.70939,310.2380952,1
9.93E+14,56.91,106.16,30.35,30.82,64.6,106.14,23.84,33,27,20,5,38,49,2,59.83142857,24.85714286,1221.382481,294.4761905,0
9.93E+14,84.65,147.5,124.89,223.9,148.93,149.39,184.07,46,88,81,125,85,90,101,151.9042857,88,1917.582062,560.6666667,1
9.93E+14,125.37,113.87,93.46,89.26,130.95,136.22,69.21,67,55,55,56,76,78,44,108.3342857,61.57142857,620.9542952,155.6190476,1
9.93E+14,0,36.02,0,0,34.27,0,6.74,0,19,0,0,19,0,8,11.00428571,6.571428571,278.2734619,80.61904762,1
9.93E+14,2.77,7.76,16.11,59.04,4.22,20.67,1.2,3,4,13,9,3,5,2,15.96714286,5.571428571,412.4989905,15.95238095,1
9.93E+14,74.85,180.68,92.33,189.6,70.61,241.4,209.31,41,75,49,74,29,96,86,151.2542857,64.28571429,4941.028229,617.9047619,1
9.93E+14,17.45,19.52,32.98,73.16,53.28,45.46,47.18,11,22,33,45,44,40,36,41.29,33,387.1454333,154.6666667,1
9.93E+14,14.37,32.87,58.59,48.48,40.74,31.05,30.61,9,20,26,24,22,14,17,36.67285714,18.85714286,202.7608905,35.47619048,1
9.93E+14,147.77,28.86,236.38,92.69,137.76,74.9,124.72,58,17,92,65,65,40,63,120.44,57.14285714,4289.693967,546.4761905,1
9.93E+14,32.17,44.6,28.6,60.37,30.66,44.02,36.77,41,57,37,61,42,56,58,39.59857143,50.28571429,123.3444476,97.23809524,1
9.93E+14,191.28,250.86,116.47,224.49,152.27,301.63,156.41,78,82,44,82,50,102,56,199.0585714,70.57142857,4123.415481,440.952381,1
9.93E+14,0,9,0,10.82,0.92,1.4,2.04,0,3,0,8,2,3,4,3.454285714,2.857142857,20.25262857,7.476190476,1
9.93E+14,26.07,0,0,32.65,0,0,9.47,12,0,0,19,0,0,7,9.741428571,5.428571429,195.1800476,57.95238095,0
9.93E+14,0,0,9.37,7.33,1.73,2.85,1.99,0,0,12,10,3,5,5,3.324285714,5,13.20752857,21.33333333,1
9.93E+14,4.31,7.73,9.32,9.78,4.96,15.98,3.45,7,11,9,14,9,18,8,7.932857143,10.85714286,18.69879048,15.14285714,1
9.93E+14,13.8,6.53,12.69,17.48,7.08,29.76,31.36,10,3,11,9,5,14,14,16.95714286,9.428571429,101.0146905,17.61904762,1
9.93E+14,29.3,84.79,22.72,88.61,87.09,127.86,78.56,17,43,23,41,41,50,47,74.13285714,37.42857143,1341.753724,155.2857143,1
9.93E+14,58.25,0,63.24,84.16,82.45,166.23,85.23,23,0,28,34,27,53,25,77.08,27.14285714,2430.091533,245.8095238,0
9.93E+14,188.45,168.4,177.26,322.69,328.82,399.68,178.2,67,65,88,90,84,106,58,251.9285714,79.71428571,9127.967548,288.9047619,1
9.93E+14,47.64,73.03,139.46,151.44,102.73,64.5,87.81,24,33,20,50,30,20,10,95.23,26.71428571,1488.190733,161.5714286,1
9.93E+14,118.88,49.64,107.46,138.74,174.81,152.56,128.18,58,23,48,65,62,79,70,124.3242857,57.85714286,1576.754862,329.1428571,1
9.93E+14,49.9,59.76,81.7,71.53,56.61,66.92,53.21,44,46,59,65,45,60,50,62.80428571,52.71428571,126.0554952,71.9047619,1
9.93E+14,20.91,51.91,15.62,22.86,30.65,15.11,53.07,11,38,17,17,16,13,31,30.01857143,20.42857143,262.4662143,101.2857143,0
9.93E+14,35.84,51.63,82.9,44.4,72.05,15.54,12.6,14,32,48,38,39,10,10,44.99428571,27.28571429,702.3310619,246.2380952,0
9.93E+14,92.44,85.72,62.01,99.63,61.41,52.2,60.12,34,36,30,45,33,20,32,73.36142857,32.85714286,350.266181,55.47619048,1
9.93E+14,0,0,0,0,0,0,7.08,0,0,0,0,0,0,2,1.011428571,0.285714286,7.160914286,0.571428571,0
9.93E+14,88.64,116.39,76.03,59.87,190.83,100.68,110.46,44,78,49,31,60,73,52,106.1285714,55.28571429,1779.951114,269.9047619,1
9.93E+14,0,0.56,16.24,10.26,25.23,31.75,30.41,0,2,10,6,8,14,12,16.35,7.428571429,177.9074667,26.28571429,0
9.93E+14,81.12,23.35,10.99,17.63,29.65,21.08,10.31,38,10,11,12,25,10,2,27.73285714,15.42857143,600.5465571,145.2857143,1
9.93E+14,21.42,0,0,15.37,0,39.29,29.45,7,0,0,9,0,5,6,15.07571429,3.857142857,252.5199619,14.47619048,1
9.93E+14,410.78,375.04,318.89,414.52,395.83,323.03,408.1,10,10,7,7,9,10,15,378.0271429,9.714285714,1692.767857,7.238095238,1
9.93E+14,13.63,1.86,15.55,21.5,45.73,27.85,7.88,11,2,11,15,18,13,7,19.14285714,11,209.5159905,27.66666667,0
9.93E+14,32.67,27.67,22.63,38.17,46.93,60.16,13.62,22,20,11,28,22,43,14,34.55,22.85714286,242.2101667,110.1428571,1
9.93E+14,113.5,116.67,98.62,65.42,115.18,126.66,98.25,72,92,85,56,89,84,75,104.9,79,405.6667,154,1
9.93E+14,135.27,182.13,163.32,266.19,0,114.95,31.3,43,64,77,113,0,49,18,127.5942857,52,8205.154762,1406.666667,1
9.93E+14,0,0,0,0,0,0,11.13,0,0,0,0,0,0,8,1.59,1.142857143,17.6967,9.142857143,0
9.93E+14,208.97,266.17,280.14,220.2,192.19,273.06,162.78,129,178,133,134,124,134,95,229.0728571,132.4285714,2026.14339,594.2857143,1
9.93E+14,107.64,120.94,130.22,70.07,93.86,115.37,77.59,70,67,69,50,57,70,51,102.2414286,62,507.8138476,82,1
9.93E+14,0,0,53.87,200.54,121.48,71.86,136.58,0,0,22,87,62,37,44,83.47571429,36,5486.041795,1021.666667,0
9.93E+14,58.29,62.42,71.59,53.86,75.2,80.76,75.32,36,39,48,33,54,42,43,68.20571429,42.14285714,101.0319952,51.14285714,1
9.93E+14,55.12,78.66,0,155.51,7.65,32.01,4.47,26,52,0,49,7,9,5,47.63142857,21.14285714,3105.140448,467.8095238,0
9.93E+14,10.12,77.68,30.48,43.63,39.84,5.62,37.46,10,33,3,24,10,7,30,34.97571429,16.71428571,571.3602619,144.5714286,1
9.93E+14,73.11,39.02,77.89,34.74,105.22,0,71.09,42,17,38,14,33,0,26,57.29571429,24.28571429,1214.466095,221.5714286,1
9.93E+14,91.78,20.44,11.01,34.88,58.09,17.49,21.63,42,17,9,18,18,15,18,36.47428571,19.57142857,835.7978286,108.2857143,1
9.93E+14,90.15,181.64,187.42,123.64,231.7,131.17,147.67,44,87,95,45,76,52,58,156.1985714,65.28571429,2240.691648,427.2380952,1
9.93E+14,53.01,61.8,82.14,91.12,19.85,7.16,3.65,21,39,28,44,9,5,4,45.53285714,21.42857143,1270.842857,264.952381,1
9.93E+14,0,0,0,0,0,0,60.54,0,0,0,0,0,0,21,8.648571429,3,523.5845143,63,1
9.93E+14,73.26,42.23,26.25,0,4.08,24.57,81.91,58,33,20,0,4,24,61,36.04285714,28.57142857,1012.57159,575.2857143,0
9.93E+14,112.66,70.02,101.1,116.54,71.44,105.77,88.97,98,57,79,89,56,92,69,95.21428571,77.14285714,357.3605952,286.4761905,1
9.93E+14,12.09,5.54,44.06,41.75,9.03,43.13,34.44,7,4,6,10,5,12,12,27.14857143,8,304.9571143,11,1
9.93E+14,58.05,88.84,96.78,80.77,109.84,90.99,30.75,34,44,49,34,44,28,14,79.43142857,35.28571429,712.7691143,141.5714286,1
9.93E+14,77.87,145.23,140.32,148.71,126.43,218.82,89.61,54,89,104,77,92,127,60,135.2842857,86.14285714,2123.946662,638.4761905,1
9.93E+14,47.48,0,7.82,3.42,2.62,0.15,0.06,23,0,5,4,2,2,2,8.792857143,5.428571429,298.8148905,62.61904762,1
9.93E+14,90.62,119.31,115.89,259.37,143.83,99.85,293.32,55,72,39,118,72,56,148,160.3128571,80,6657.063024,1513,1
9.93E+14,38.13,45.59,32.05,33.4,37.23,42.56,30.36,34,42,47,44,38,46,28,37.04571429,39.85714286,31.26149524,48.14285714,1
9.93E+14,8.97,11.99,26.65,45.49,12.81,36.48,3.54,11,10,10,21,16,22,7,20.84714286,13.85714286,244.8296905,34.47619048,1
9.93E+14,0,0,0,0,0,11.13,28.35,0,0,0,0,0,6,13,5.64,2.714285714,117.4887,25.57142857,1
9.93E+14,0,20.95,2.39,37.16,24.16,0,39.81,0,5,3,18,11,0,21,17.78142857,8.285714286,296.794581,73.23809524,0
9.93E+14,65.73,97.96,27.91,51.98,64.31,14.83,93.92,43,55,25,35,37,8,38,59.52,34.42857143,962.6236,217.2857143,1
9.93E+14,146.65,136.95,202.28,155.16,100.86,153.76,79,83,83,104,80,70,76,54,139.2371429,78.57142857,1600.058757,228.6190476,1
9.93E+14,141.8,109.98,150.4,109.57,211.27,84,128.76,73,70,82,76,101,69,97,133.6828571,81.14285714,1666.831957,168.4761905,1
9.93E+14,38.74,48.39,45.65,50.97,35.66,41.74,73.27,11,20,25,39,21,23,39,47.77428571,25.42857143,154.9870952,105.2857143,1
9.93E+14,0,0,0,0,0,0,3.66,0,0,0,0,0,0,3,0.522857143,0.428571429,1.913657143,1.285714286,0
9.93E+14,0,36.84,0,0,0,0,6.7,0,23,0,0,0,0,3,6.22,3.714285714,188.5428,73.57142857,1
9.93E+14,148.04,174.26,97.76,137.01,245.83,217.17,153,76,80,47,64,77,98,64,167.5814286,72.28571429,2505.099714,255.5714286,1
9.93E+14,233.54,226.75,225.15,285.22,245.21,252.49,285.54,95,103,109,127,135,136,122,250.5571429,118.1428571,659.9213238,257.4761905,1
9.93E+14,35.97,11.43,113.65,2.83,59.34,45.97,44.27,24,9,31,3,29,33,26,44.78,22.14285714,1317.7313,133.4761905,1
9.93E+14,21.47,32.07,46.36,9.83,16.48,42.81,18.85,15,25,16,7,12,28,16,26.83857143,17,192.128481,52.66666667,1
9.93E+14,0,0,0,0,0,43.21,95.85,0,0,0,0,0,10,26,19.86571429,5.142857143,1381.966729,98.47619048,0
9.93E+14,95.49,71.3,56.69,59.64,47.3,47.03,52.89,57,58,34,44,35,35,37,61.47714286,42.85714286,293.8508571,111.1428571,1
